movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Star Trek III: The Search for Spock ,110,105,12000,643,12000,76400000,Action|Adventure|Sci-Fi,58743,14762,1,192,USA,PG,17000000,1984,664,6.6,2.35,0
The Exorcism of Emily Rose ,233,122,301,457,1000,75072454,Drama|Horror|Thriller,96569,2759,0,522,USA,PG-13,20000000,2005,539,6.7,2.35,0
Deuce Bigalow: Male Gigolo ,91,88,31,489,1000,65535067,Comedy|Romance,59380,2604,1,202,USA,R,17000000,1999,489,5.7,1.85,0
Left Behind ,169,110,179,734,12000,13998282,Action|Drama|Fantasy|Mystery|Thriller,24854,15044,1,374,USA,PG-13,16000000,2014,1000,3.1,2.35,31000
The Family Stone ,142,103,15,172,723,6061759,Comedy|Drama|Romance,49077,1615,0,475,USA,PG-13,17000000,2005,552,6.3,1.85,0
Barbershop 2: Back in Business ,50,106,8,521,748,64955956,Comedy|Drama,10104,3956,4,69,USA,PG-13,18000000,2004,656,5.7,1.85,265
Bad Santa ,195,98,72,566,1000,60057639,Comedy|Crime|Drama,107815,3151,2,485,USA,R,18000000,2003,624,7.1,1.85,10000
Austin Powers: International Man of Mystery ,129,68,116,481,8000,53868030,Comedy|Crime,183425,10557,2,425,USA,PG-13,17000000,1997,503,7,2.35,0
My Big Fat Greek Wedding 2 ,156,94,52,261,567,59573085,Comedy|Family|Romance,13562,2259,10,103,USA,PG-13,18000000,2016,312,6.1,2.35,19000
Diary of a Wimpy Kid: Rodrick Rules ,103,99,42,557,975,52691009,Comedy|Family,18727,3567,2,45,USA,PG,21000000,2011,569,6.6,2.35,0
Predator ,217,107,323,794,1000,59735548,Action|Horror|Sci-Fi,290949,4223,1,629,USA,R,15000000,1987,1000,7.8,1.85,13000
Amadeus ,134,180,869,521,692,51600000,Biography|Drama|History|Music,270790,3076,0,549,USA,R,18000000,1984,670,8.3,2.35,16000
Prom Night ,146,89,29,458,2000,43818159,Horror|Mystery,27664,4867,0,260,USA,PG-13,20000000,2008,690,3.9,2.35,1000
Mean Girls ,159,97,70,625,2000,86049418,Comedy,245989,5032,4,554,USA,PG-13,17000000,2004,1000,7,1.85,0
Under the Tuscan Sun ,111,113,22,148,727,43601508,Comedy|Drama|Romance,35718,1310,1,317,USA,PG-13,18000000,2003,171,6.7,1.85,0
Gosford Park ,187,131,500,555,1000,41300105,Drama|Mystery,65201,3261,0,651,UK,R,19800000,2001,559,7.3,2.35,0
The O.C. ,20,44,,650,828,,Comedy|Drama|Romance,65785,2546,8,281,USA,TV-PG,,,787,7.5,1.78,0
Peggy Sue Got Married ,44,103,0,805,12000,41382841,Comedy|Drama|Fantasy|Romance,27149,14672,0,96,USA,PG-13,18000000,1986,899,6.3,1.85,0
Birdman or (The Unexpected Virtue of Ignorance) ,588,119,0,529,15000,42335698,Comedy|Drama|Romance,395087,21668,8,1101,USA,R,18000000,2014,6000,7.8,1.85,114000
Blue Jasmine ,415,98,11000,218,594,33404871,Drama,150082,1353,1,384,USA,PG-13,18000000,2013,268,7.3,2.35,36000
United 93 ,279,111,521,64,97,31471430,Drama|History|Thriller,83374,313,0,828,USA,R,15000000,2006,68,7.6,2.35,0
Honey ,97,94,23,582,2000,30222640,Drama|Music|Romance,36666,4868,2,144,USA,PG-13,25000000,2003,1000,5.3,1.85,0
Glory ,60,122,380,2000,18000,26830000,Drama|History|War,101889,32930,3,365,USA,R,18000000,1989,11000,7.9,1.85,0
Spy Hard ,27,81,8,341,844,26906039,Action|Comedy,29621,2653,2,76,USA,PG-13,18000000,1996,456,5.3,1.85,588
The Fog ,212,89,0,606,2000,21378000,Fantasy|Horror,46492,4877,0,335,USA,R,1000000,1980,826,6.8,2.35,7000
Soul Surfer ,110,106,80,723,2000,43853424,Biography|Drama|Family|Sport,35514,5024,1,114,USA,PG,18000000,2011,795,7.1,2.35,15000
Catch-22 ,45,122,0,191,643,,Comedy|Drama|War,17277,2032,0,124,USA,R,18000000,1970,559,7.2,2.35,0
Observe and Report ,190,86,62,59,390,23993605,Comedy|Crime|Drama,52467,727,1,248,USA,R,18000000,2009,258,5.8,2.35,0
Conan the Destroyer ,77,103,130,406,691,26400000,Action|Adventure|Fantasy,62009,2481,1,109,USA,PG,18000000,1984,476,5.8,2.35,2000
Raging Bull ,151,121,17000,356,22000,45250,Biography|Drama|Sport,235133,23008,1,494,USA,R,18000000,1980,394,8.3,1.85,0
Love Happens ,111,109,7,827,2000,22927390,Drama|Romance,25344,4947,0,77,USA,PG-13,18000000,2009,980,5.6,1.85,0
Young Sherlock Holmes ,64,109,272,124,155,4250320,Adventure|Fantasy|Mystery|Thriller,14870,605,1,86,USA,PG-13,18000000,1985,144,6.8,1.85,0
Fame ,134,123,64,637,808,22452209,Comedy|Drama|Musical|Romance,14062,5734,0,82,USA,PG,18000000,2009,720,5,2.35,0
127 Hours ,450,94,0,223,11000,18329466,Adventure|Biography|Drama|Thriller,279179,11984,0,440,USA,R,18000000,2010,642,7.6,1.85,63000
Small Time Crooks ,128,94,11000,975,11000,17071230,Comedy|Crime,31169,23283,0,192,USA,PG,18000000,2000,11000,6.7,1.85,812
Center Stage ,68,115,13,111,757,17174870,Drama|Music|Romance,15817,1201,2,210,USA,PG-13,18000000,2000,220,6.7,2.35,0
Love the Coopers ,97,107,24,85,10000,26284475,Comedy,9051,10691,13,68,USA,PG-13,17000000,2015,566,5.7,2.35,0
Catch That Kid ,54,91,38,362,17000,16702864,Comedy|Crime,8023,18711,0,49,USA,PG,18000000,2004,632,5.2,1.85,591
Life as a House ,99,125,34,1000,16000,15561627,Drama,39105,21622,0,359,USA,R,18000000,2001,4000,7.5,2.35,0
Steve Jobs ,412,122,0,816,14000,17750583,Biography|Drama,93548,28933,0,307,UK,R,30000000,2015,13000,7.2,2.35,23000
"I Love You, Beth Cooper ",107,102,0,529,946,14793904,Comedy|Romance,28209,4072,1,80,Canada,PG-13,18000000,2009,800,5.3,1.85,0
Youth in Revolt ,192,90,44,729,12000,15281286,Comedy|Drama|Romance,64646,16004,2,105,USA,R,18000000,2009,904,6.5,1.85,0
The Legend of the Lone Ranger ,25,98,28,102,372,8000000,Action|Adventure|Western,1400,927,0,41,USA,PG,18000000,1981,262,5,2.35,346
The Tailor of Panama ,104,109,128,1000,11000,13491653,Drama|Thriller,23728,14995,0,213,USA,R,18000000,2001,2000,6.1,2.35,813
Blow Out ,120,107,0,101,517,,Mystery|Thriller,27629,1067,0,149,USA,R,18000000,1981,376,7.4,2.35,2000
Getaway ,146,90,31,179,210,10494494,Action|Crime|Thriller,19586,676,1,109,USA,PG-13,18000000,2013,193,4.4,2.35,4000
The Ice Storm ,124,112,0,177,805,7837632,Drama,46396,1466,0,287,USA,R,18000000,1997,223,7.5,1.85,0
And So It Goes ,107,94,0,197,712,15155772,Comedy|Drama|Romance,8895,1673,2,48,USA,PG-13,18000000,2014,341,5.7,2.35,3000
Troop Beverly Hills ,11,105,6,371,723,8508843,Adventure|Comedy,7470,2368,1,35,USA,PG,18000000,1989,422,5.5,1.37,0
Being Julia ,93,104,109,202,405,7739049,Comedy|Drama|Romance,10680,847,2,112,Canada,R,18000000,2004,204,7.1,1.85,562
9½ Weeks ,38,112,213,45,567,6734844,Drama|Romance,29591,711,0,118,USA,R,17000000,1986,67,5.9,1.85,0
Dragonslayer ,60,108,25,94,1000,6000000,Action|Adventure|Fantasy,10832,1263,0,102,USA,PG,18000000,1981,115,6.7,2.35,0
The Last Station ,184,112,97,231,577,6615578,Biography|Drama|Romance,15352,1341,2,82,Germany,R,13000000,2009,416,7,2.35,0
Ed Wood ,148,127,13000,940,40000,5887457,Biography|Comedy|Drama,142416,56585,1,420,USA,R,18000000,1994,13000,7.9,1.85,0
Labor Day ,217,111,655,405,24000,13362308,Drama,31898,39307,1,111,USA,PG-13,18000000,2013,14000,6.9,2.35,0
Mongol: The Rise of Genghis Khan ,160,126,44,9,627,5701643,Adventure|Biography|Drama|History|War,37635,653,0,165,Russia,R,20000000,2007,12,7.3,2.35,0
RocknRolla ,209,114,0,1000,27000,5694401,Action|Crime|Thriller,194489,46944,4,192,UK,R,18000000,2008,18000,7.3,2.35,12000
Megaforce ,40,99,379,251,456,5333658,Action|Sci-Fi,2541,1356,2,54,USA,PG,20000000,1982,278,3.5,1.85,0
Hamlet ,85,150,0,401,597,4414535,Drama,30618,1645,0,224,UK,PG-13,18000000,1996,591,7.8,2.2,0
Mao's Last Dancer ,83,117,78,238,989,4806750,Biography|Drama|Music|Romance,6091,1598,0,53,Australia,PG,,2009,258,7.4,1.85,0
Midnight Special ,263,112,337,201,4000,3707794,Adventure|Drama|Sci-Fi|Thriller,31359,5671,0,156,Greece,PG-13,18000000,2016,820,6.7,2.35,0
Anything Else ,128,108,11000,922,11000,3203044,Comedy|Romance,25165,14843,2,155,USA,R,18000000,2003,944,6.4,2.35,827
The Railway Man ,186,116,6,212,25000,4435083,Biography|Drama|Romance|War,27882,39463,2,119,Australia,R,18000000,2013,14000,7.1,2.35,18000
Unforgettable ,14,60,,405,654,,Drama|Mystery,12854,1906,1,44,USA,,,,426,6.7,,0
The White Ribbon ,292,144,0,16,63,2222647,Drama|Mystery,52958,167,0,193,Germany,R,12000000,2009,43,7.8,1.85,0
Restoration ,15,92,662,161,662,,Horror,436,1498,0,6,USA,,,2016,290,4,,378
The Wraith ,70,93,28,415,1000,3500000,Action|Horror|Romance|Sci-Fi|Thriller,10082,2319,2,100,USA,R,2700000,1986,695,5.9,1.85,0
The Salton Sea ,79,103,154,576,1000,676698,Crime|Drama|Mystery|Thriller,26730,4094,0,180,USA,R,18000000,2002,783,7.2,1.85,2000
Metallica Through the Never ,103,93,190,151,364,3419967,Music,13359,1083,0,56,USA,R,,2013,253,7.2,2.35,19000
The Informers ,97,98,34,394,663,,Crime|Drama|Thriller,14324,2215,1,93,Germany,R,18000000,2008,551,5.1,2.35,1000
Carlos ,108,334,,30,897,145118,Biography|Crime|Drama|Thriller,10111,1032,0,36,France,Not Rated,,,30,7.7,2.35,0
I Come with the Rain ,59,114,157,32,84,,Thriller,2541,198,0,20,France,Not Rated,18000000,2009,35,5.5,2.35,342
One Man's Hero ,10,121,0,353,854,229311,Action|Drama|History|Romance|War|Western,899,2705,2,42,Spain,R,11350000,1999,578,6.2,2.35,271
Day of the Dead ,184,87,0,83,1000,,Horror,49669,1592,1,419,USA,Unrated,3500000,1985,177,7.2,1.85,3000
I Am Wrath ,23,92,55,757,1000,,Action|Crime|Drama|Thriller,4510,3212,1,50,USA,R,18000000,2016,872,5.2,,0
Renaissance ,112,105,2,69,805,63260,Action|Animation|Sci-Fi|Thriller,14325,1185,0,90,France,R,14000000,2006,306,6.7,2.35,0
Forsaken ,45,90,78,720,2000,,Drama|Western,4693,4142,1,49,Canada,R,11000000,2015,1000,6.3,2.35,0
Red Sonja ,59,89,130,183,444,,Action|Adventure|Fantasy,30215,1243,1,95,Netherlands,PG-13,17900000,1985,312,5,2.35,0
Red Lights ,195,114,89,920,22000,,Drama|Horror|Mystery|Thriller,48162,25804,2,140,Spain,R,14000000,2012,2000,6.2,2.35,10000
Superbad ,256,119,99,778,15000,121463226,Comedy,422606,17584,2,555,USA,R,20000000,2007,833,7.6,1.85,0
Madea Goes to Jail ,44,103,0,543,923,90485233,Comedy|Crime|Drama,9544,3699,0,45,USA,PG-13,,2009,619,4.1,1.85,804
Wolves ,59,91,512,413,11000,,Action|Horror,5693,13545,2,34,France,R,18000000,2014,918,5.3,2.35,0
Step Up 2: The Streets ,97,98,209,129,158,58006147,Drama|Music|Musical|Romance,67653,816,2,108,USA,PG-13,23000000,2008,152,6.2,1.85,0
Hoodwinked! ,142,80,19,854,11000,51053787,Action|Animation|Comedy|Crime|Family,45900,14385,1,247,USA,PG,17500000,2005,979,6.5,1.85,0
Hotel Rwanda ,187,121,83,242,3000,23472900,Drama|History|War,264533,4142,1,609,UK,PG-13,17500000,2004,460,8.1,2.35,12000
Hitman ,193,94,87,280,866,39687528,Action|Crime|Drama|Thriller,140780,2124,1,376,France,R,24000000,2007,794,6.3,2.35,0
Black Nativity ,40,93,148,170,549,7017178,Drama|Family|Music|Musical,1633,1373,5,17,USA,PG,17500000,2013,269,4.4,2.35,0
The Prince ,46,93,32,1000,13000,,Action|Thriller,13133,16735,4,101,USA,R,18000000,2014,1000,4.6,2.35,0
City of Ghosts ,38,116,0,50,109,325491,Crime|Drama|Thriller,4387,245,0,67,USA,R,17500000,2002,67,6,1.85,204
The Others ,239,101,448,83,482,96471845,Fantasy|Horror|Thriller,268581,956,0,1109,USA,PG-13,17000000,2001,203,7.6,1.85,20000
Aliens ,250,154,0,604,2000,85200000,Action|Adventure|Sci-Fi,488537,4228,1,1076,USA,R,18500000,1986,626,8.4,1.85,18000
My Fair Lady ,82,170,165,244,453,72000000,Drama|Family|Musical|Romance,66959,1164,1,258,USA,Approved,17000000,1964,272,7.9,2.2,0
I Know What You Did Last Summer ,140,99,13,681,45000,72219395,Horror|Mystery|Thriller,105585,50284,1,419,USA,R,17000000,1997,4000,5.6,2.35,0
Let's Be Cops ,129,104,42,613,839,82389560,Comedy,106820,3627,1,147,USA,R,17000000,2014,756,6.5,1.85,14000
Sideways ,285,126,729,284,912,71502303,Adventure|Comedy|Drama|Romance,149966,2170,0,835,USA,R,12000000,2004,306,7.5,1.85,0
Beerfest ,91,110,422,422,33000,19179969,Comedy,54710,35345,2,177,USA,R,17500000,2006,459,6.3,2.35,0
Halloween ,318,101,0,598,2000,47000000,Horror|Thriller,157857,4400,0,1191,USA,R,300000,1978,742,7.9,2.35,12000
Hero ,283,80,611,576,5000,84961,Action|Adventure|History,149414,6229,4,841,China,PG-13,31000000,2002,643,7.9,2.35,0
Good Boy! ,52,87,9,503,818,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,3407,2164,1,48,USA,PG,17000000,2003,636,5.1,1.85,309
The Best Man Holiday ,56,123,92,849,1000,70492685,Comedy|Drama,11600,5306,5,64,USA,R,17000000,2013,886,6.7,2.35,7000
Smokin' Aces ,186,109,248,968,16000,35635046,Action|Crime|Drama|Thriller,121058,19410,0,482,UK,R,17000000,2006,988,6.7,2.35,3000
Saw 3D: The Final Chapter ,178,90,52,298,723,45670855,Horror|Mystery,67978,1978,0,279,Canada,R,20000000,2010,346,5.6,1.85,12000
40 Days and 40 Nights ,140,96,36,486,1000,37939782,Comedy|Romance,62272,3294,0,207,USA,R,17000000,2002,580,5.6,1.85,2000
TRON: Legacy ,469,125,364,1000,12000,172051787,Action|Adventure|Sci-Fi,264186,25549,0,665,USA,PG,170000000,2010,10000,6.8,2.35,30000
A Night at the Roxbury ,63,82,12,281,8000,30324946,Comedy|Music|Romance,48458,9271,2,239,USA,PG-13,17000000,1998,357,6.2,1.85,0
Beastly ,148,86,33,583,15000,27854896,Drama|Fantasy|Romance,64190,17396,1,129,USA,PG-13,17000000,2011,976,5.6,2.35,16000
The Hills Have Eyes ,265,108,192,580,1000,41777564,Horror,129719,4500,0,855,USA,R,15000000,2006,1000,6.4,2.35,0
Dickie Roberts: Former Child Star ,75,98,39,428,593,22734486,Comedy,11815,2713,1,117,USA,PG-13,17000000,2003,517,5.6,2.35,320
"McFarland, USA ",113,129,51,89,427,44469602,Biography|Drama|Sport,23480,952,0,83,USA,PG,17000000,2015,234,7.4,2.35,21000
Lottery Ticket ,62,99,17,826,918,24708699,Comedy,7991,4797,7,30,USA,PG-13,,2010,912,4.9,2.35,0
ATL ,54,105,49,104,680,21160089,Comedy|Crime|Drama|Music|Romance,8522,1538,0,92,USA,PG-13,,2006,503,6,2.35,874
Pitch Perfect ,223,112,36,746,10000,64998368,Comedy|Music|Romance,213898,12676,4,250,USA,PG-13,17000000,2012,751,7.2,1.85,36000
Summer Catch ,50,108,19,505,973,19693891,Comedy|Drama|Romance|Sport,12993,3344,2,107,USA,PG-13,34000000,2001,954,4.9,1.85,476
A Simple Plan ,125,121,0,244,989,16311763,Crime|Drama|Thriller,50656,2365,1,416,UK,R,17000000,1998,888,7.5,1.85,0
They ,81,89,11,973,1000,12693621,Horror|Mystery|Thriller,10885,4060,0,271,USA,PG-13,17000000,2002,982,4.8,2.35,814
Larry the Cable Guy: Health Inspector ,37,89,0,323,690,15655665,Comedy|Romance,9104,2135,2,112,USA,PG-13,4000000,2006,400,3.1,1.33,110
The Adventures of Elmo in Grouchland ,44,73,11,142,1000,11634458,Adventure|Comedy|Family|Fantasy|Musical,2045,2020,0,37,USA,G,17000000,1999,436,5.8,1.85,339
Brooklyn's Finest ,197,132,847,625,3000,27154426,Crime|Drama|Thriller,52852,6317,1,138,USA,R,17000000,2009,960,6.7,2.35,4000
55 Days at Peking ,15,154,117,86,715,,Action|Adventure|Drama|History|War,4550,1567,3,50,USA,Unrated,9000000,1963,490,6.8,2.2,419
Evil Dead ,543,96,201,58,394,54239856,Horror,125016,673,0,789,USA,R,17000000,2013,150,6.5,2.35,70000
My Life in Ruins ,112,98,80,399,567,8662318,Comedy|Romance,15033,2016,1,75,USA,PG-13,17000000,2009,503,5.9,1.85,0
American Dreamz ,153,107,80,841,2000,7156725,Comedy|Music,22639,5992,6,217,USA,PG-13,19000000,2006,2000,5.5,1.85,300
Superman IV: The Quest for Peace ,94,134,22,488,1000,15681020,Action|Adventure|Family|Sci-Fi,33570,3007,6,259,UK,PG,17000000,1987,593,3.6,2.35,1000
How She Move ,62,94,8,66,328,7070459,Drama,4600,760,0,18,Canada,PG-13,,2007,122,3.3,1.85,238
Running Scared ,157,122,47,834,23000,6855137,Action|Crime|Drama|Thriller,88590,27381,2,419,Germany,R,17000000,2006,979,7.4,2.35,0
Bobby Jones: Stroke of Genius ,35,128,9,193,767,2694071,Biography|Drama|Romance|Sport,3222,1727,3,64,USA,PG,,2004,327,6.7,2.35,352
Shanghai Surprise ,21,97,3,161,400,2315683,Adventure|Crime|Drama|Romance,4081,805,0,28,UK,PG-13,17000000,1986,193,3,1.85,154
The Illusionist ,236,110,168,96,3000,39825798,Drama|Mystery|Romance|Thriller,295375,4210,3,645,USA,PG-13,16000000,2006,979,7.6,1.85,15000
Roar ,50,102,4,60,634,2000000,Adventure|Horror|Thriller,1275,1262,0,27,USA,PG,17000000,1981,537,6.4,2.35,0
Veronica Guerin ,106,98,541,71,214,1569918,Biography|Crime|Drama|Thriller,16234,409,1,113,Ireland,R,17000000,2003,96,6.9,2.35,0
Escobar: Paradise Lost ,106,120,30,55,14000,106869,Crime|Drama|Romance|Thriller,13762,14492,1,39,France,R,17000000,2014,287,6.6,,0
Southland Tales ,173,160,219,215,1000,273420,Comedy|Mystery|Sci-Fi|Thriller,32671,2340,6,238,France,R,17000000,2006,876,5.5,2.35,0
Dragon Hunters ,41,80,0,168,677,,Adventure|Animation|Family|Fantasy,10706,1364,0,39,France,PG,11000000,2008,262,6.6,,0
Damnation Alley ,41,91,22,255,669,,Sci-Fi,3701,1769,0,71,USA,PG,17000000,1977,642,5.2,2.35,903
The Apparition ,145,83,57,62,465,4930798,Horror|Thriller,16268,730,1,108,USA,PG-13,17000000,2012,152,4.1,2.35,0
My Girl ,31,102,6,165,3000,59847242,Comedy|Drama|Family|Romance,55895,5433,1,115,USA,PG-13,16500000,1991,2000,6.8,1.85,0
Fur: An Imaginary Portrait of Diane Arbus ,105,122,30,260,21000,220914,Biography|Drama|Romance,13239,25173,2,97,USA,R,16800000,2006,3000,6.5,1.85,0
The Illusionist ,236,110,168,96,3000,39825798,Drama|Mystery|Romance|Thriller,295375,4210,3,645,USA,PG-13,16000000,2006,979,7.6,1.85,15000
Wall Street ,114,126,0,168,826,43848100,Crime|Drama,119150,1607,2,219,USA,R,15000000,1987,508,7.4,1.85,0
Sense and Sensibility ,69,136,0,1000,25000,42700000,Drama|Romance,78392,41059,2,196,USA,PG,16500000,1995,14000,7.7,1.85,0
Becoming Jane ,150,120,11,281,11000,18663911,Biography|Drama|Romance,46204,12554,1,151,UK,PG,16500000,2007,838,7.1,2.35,0
Sydney White ,72,108,18,433,714,11702090,Comedy|Romance,37700,2785,2,50,USA,PG-13,16500000,2007,701,6.3,2.35,0
House of Sand and Fog ,158,126,26,385,638,13005485,Drama,56665,2282,0,469,USA,R,15000000,2003,624,7.6,1.85,0
Dead Poets Society ,96,128,608,1000,49000,95860116,Comedy|Drama,277451,51609,0,491,USA,PG,16400000,1989,1000,8,1.85,23000
Dumb & Dumber ,84,113,137,481,879,127175354,Comedy,288451,2985,2,438,USA,PG-13,16000000,1994,854,7.3,1.85,0
When Harry Met Sally... ,114,89,0,62,227,92823600,Comedy|Drama|Romance,149108,485,0,273,USA,R,16000000,1989,73,7.6,1.85,0
The Verdict ,79,129,0,359,844,54000000,Drama,26310,2330,0,154,USA,R,16000000,1982,617,7.8,1.85,0
Road Trip ,103,94,480,486,1000,68525609,Comedy,132963,3889,5,302,USA,R,15600000,2000,490,6.5,1.85,0
Varsity Blues ,67,106,48,35,23000,52885587,Comedy|Drama|Romance|Sport,35312,23369,0,267,USA,R,16000000,1999,255,6.4,1.85,0
The Artist ,576,100,405,628,996,44667095,Comedy|Drama|Romance,190030,4606,0,583,France,PG-13,15000000,2011,897,8,1.33,30000
The Unborn ,178,89,687,389,10000,42638165,Drama|Fantasy|Horror|Mystery|Thriller,42182,12183,1,230,USA,PG-13,16000000,2009,787,4.8,2.35,0
Moonrise Kingdom ,487,94,0,559,13000,45507053,Adventure|Comedy|Drama|Romance,237848,27911,2,377,USA,PG-13,16000000,2012,13000,7.8,1.85,71000
The Texas Chainsaw Massacre: The Beginning ,196,83,473,597,20000,39511038,Horror,56269,26402,0,366,USA,R,16000000,2006,4000,5.9,1.85,0
The Young Messiah ,24,111,19,107,241,6462576,Drama,1449,824,0,30,USA,PG-13,18500000,2016,118,5.4,2.35,0
The Master of Disguise ,56,80,11,499,911,40363530,Comedy|Family,18254,3058,2,307,USA,PG,16000000,2002,521,3.3,1.85,1000
Pan's Labyrinth ,406,112,0,250,634,37623143,Drama|Fantasy|War,467234,1322,0,1083,Spain,R,13500000,2006,269,8.2,1.85,27000
The Messengers ,3,60,,762,1000,,Drama|Fantasy|Mystery|Thriller,7210,4561,0,57,USA,,,,921,6.6,16,0
See Spot Run ,51,94,14,635,1000,33357476,Action|Comedy|Crime|Family,7392,4194,0,53,USA,PG,35000000,2001,1000,5.4,1.85,393
Baby Boy ,41,130,309,522,939,28734552,Crime|Drama|Romance|Thriller,9566,3107,2,81,USA,R,16000000,2001,881,6.4,1.85,1000
The Roommate ,138,91,26,638,3000,37300107,Drama|Horror|Thriller,29147,5349,1,115,USA,PG-13,16000000,2011,1000,4.8,2.35,0
Joe Dirt ,78,91,29,459,861,27087695,Adventure|Comedy|Drama,41664,2543,0,205,USA,PG-13,17700000,2001,593,5.9,1.85,0
Double Impact ,40,110,23,51,633,30102717,Action|Crime,28736,874,2,72,USA,R,15000000,1991,67,5.5,1.85,0
Hot Fuzz ,285,121,1000,108,175,23618786,Action|Comedy|Mystery,352695,485,1,687,UK,R,8000000,2007,115,7.9,2.35,17000
The Women ,124,114,15,650,851,26896744,Comedy|Drama,16582,3485,4,125,USA,PG-13,16500000,2008,680,4.9,1.85,0
Vicky Cristina Barcelona ,275,96,11000,252,19000,23213577,Drama|Romance,198111,19894,0,365,Spain,PG-13,15500000,2008,581,7.2,1.85,14000
Arn: The Knight Templar ,34,270,5,292,908,,Action|Adventure|Drama|Romance|War,18041,2762,1,54,Sweden,,25000000,2007,690,6.6,2.35,0
Bad Moms ,81,100,24,851,15000,55461307,Comedy,4654,18786,9,46,USA,R,20000000,2016,1000,6.7,,18000
Boys and Girls ,67,94,7,95,3000,20627372,Comedy|Drama|Romance,13661,3451,3,134,USA,PG-13,16000000,2000,240,5.3,1.85,487
White Oleander ,103,109,7,450,835,16346122,Drama,25549,2572,0,171,USA,PG-13,16000000,2002,787,7.2,1.85,0
Jennifer's Body ,300,107,45,271,24000,16204793,Comedy|Fantasy|Horror,92712,24805,1,294,USA,R,16000000,2009,396,5.1,1.85,6000
Drowning Mona ,84,96,22,324,8000,15427192,Comedy|Crime|Mystery,11768,11078,0,148,USA,PG-13,16000000,2000,2000,5.6,1.85,492
Radio Days ,64,88,11000,233,854,14792779,Comedy,24256,1653,0,91,USA,PG,16000000,1987,410,7.6,1.85,0
Left Behind ,169,110,179,734,12000,13998282,Action|Drama|Fantasy|Mystery|Thriller,24854,15044,1,374,USA,PG-13,16000000,2014,1000,3.1,2.35,31000
Remember Me ,158,113,47,238,21000,19057024,Drama|Romance,113963,22088,0,361,USA,PG-13,16000000,2010,541,7.2,1.85,24000
How to Deal ,46,101,6,258,812,14108518,Comedy|Drama|Romance,8215,1882,1,95,USA,PG-13,16000000,2003,326,5.7,1.85,371
My Stepmother Is an Alien ,15,105,121,384,11000,13854000,Comedy|Romance|Sci-Fi,21079,14677,0,55,USA,PG-13,20000000,1988,3000,5.2,1.85,818
Philadelphia ,68,125,438,372,18000,77324422,Drama,178731,33865,2,261,USA,PG-13,26000000,1993,15000,7.7,1.85,0
The Thirteenth Floor ,111,100,9,363,599,15500000,Mystery|Sci-Fi|Thriller,51996,2389,0,302,Germany,R,16000000,1999,380,7,2.35,0
The Cookout ,21,97,3,578,1000,11540112,Comedy,2385,3835,1,20,USA,PG-13,,2004,584,3.6,1.85,177
Meteor ,42,108,38,316,940,,Action|Drama|Sci-Fi|Thriller,5237,1945,7,90,USA,PG,16000000,1979,416,4.9,2.35,392
Duets ,65,112,28,215,555,4734235,Comedy|Drama|Music,8217,1227,0,123,USA,R,15000000,2000,403,6,1.85,573
